t	x	u
4.800000	7.600000	36.151136
4.800000	7.700000	36.489027
4.800000	7.800000	36.920000
4.800000	7.900000	37.448855
4.800000	8.000000	38.070809
4.800000	8.100000	38.771967
4.800000	8.200000	39.530683
4.800000	8.300000	40.319676
4.800000	8.400000	41.108700
4.900000	7.300000	36.569228
4.900000	7.400000	36.750232
4.900000	7.500000	36.931212
4.900000	7.600000	37.142417
4.900000	7.700000	37.411136
4.900000	7.800000	37.759027
4.900000	7.900000	38.200000
4.900000	8.000000	38.738855
4.900000	8.100000	39.370809
4.900000	8.200000	40.081967
4.900000	8.300000	40.850683
4.900000	8.400000	41.649676
5.000000	7.300000	37.587958
5.000000	7.400000	37.809228
5.000000	7.500000	38.000232
5.000000	7.600000	38.191212
5.000000	7.700000	38.412417
5.000000	7.800000	38.691136
5.000000	7.900000	39.049027
5.000000	8.000000	39.500000
5.000000	8.100000	40.048855
5.000000	8.200000	40.690809
5.000000	8.300000	41.411967
5.000000	8.400000	42.190683
5.100000	7.300000	38.549137
5.100000	7.400000	38.837958
5.100000	7.500000	39.069228
5.100000	7.600000	39.270232
5.100000	7.700000	39.471212
5.100000	7.800000	39.702417
5.100000	7.900000	39.991136
5.100000	8.000000	40.359027
5.100000	8.100000	40.820000
5.100000	8.200000	41.378855
5.100000	8.300000	42.030809
5.100000	8.400000	42.761967
5.200000	7.300000	39.431117
5.200000	7.400000	39.809137
5.200000	7.500000	40.107958
5.200000	7.600000	40.349228
5.200000	7.700000	40.560232
5.200000	7.800000	40.771212
5.200000	7.900000	41.012417
5.200000	8.000000	41.311136
5.200000	8.100000	41.689027
5.200000	8.200000	42.160000
5.200000	8.300000	42.728855
5.200000	8.400000	43.390809
5.300000	7.300000	40.220000
5.300000	7.400000	40.701117
5.300000	7.500000	41.089137
5.300000	7.600000	41.397958
5.300000	7.700000	41.649228
5.300000	7.800000	41.870232
5.300000	7.900000	42.091212
5.300000	8.000000	42.342417
5.300000	8.100000	42.651136
5.300000	8.200000	43.039027
5.300000	8.300000	43.520000
5.300000	8.400000	44.098855
5.400000	7.300000	40.911002
5.400000	7.400000	41.500000
5.400000	7.500000	41.991117
5.400000	7.600000	42.389137
5.400000	7.700000	42.707958
5.400000	7.800000	42.969228
5.400000	7.900000	43.200232
5.400000	8.000000	43.431212
5.400000	8.100000	43.692417
5.400000	8.200000	44.011136
5.400000	8.300000	44.409027
5.400000	8.400000	44.900000
5.500000	7.300000	41.508919
5.500000	7.400000	42.201002
5.500000	7.500000	42.800000
5.500000	7.600000	43.301117
5.500000	7.700000	43.709137
5.500000	7.800000	44.037958
5.500000	7.900000	44.309228
5.500000	8.000000	44.550232
5.500000	8.100000	44.791212
5.500000	8.200000	45.062417
5.500000	8.300000	45.391136
5.500000	8.400000	45.799027
5.600000	7.300000	42.027658
5.600000	7.400000	42.808919
5.600000	7.500000	43.511002
5.600000	7.600000	44.120000
5.600000	7.700000	44.631117
5.600000	7.800000	45.049137
5.600000	7.900000	45.387958
5.600000	8.000000	45.669228
5.600000	8.100000	45.920232
5.600000	8.200000	46.171212
5.600000	8.300000	46.452417
5.600000	8.400000	46.791136
5.700000	7.300000	42.488876
5.700000	7.400000	43.337658
5.700000	7.500000	44.128919
5.700000	7.600000	44.841002
5.700000	7.700000	45.460000
5.700000	7.800000	45.981117
5.700000	7.900000	46.409137
5.700000	8.000000	46.757958
5.700000	8.100000	47.049228
5.700000	8.200000	47.310232
5.700000	8.300000	47.571212
5.700000	8.400000	47.862417
5.800000	7.300000	42.919861
5.800000	7.400000	43.808876
5.800000	7.500000	44.667658
5.800000	7.600000	45.468919
5.800000	7.700000	46.191002
5.800000	7.800000	46.820000
5.800000	7.900000	47.351117
5.800000	8.000000	47.789137
5.800000	8.100000	48.147958
5.800000	8.200000	48.449228
5.800000	8.300000	48.720232
5.800000	8.400000	48.991212
5.900000	7.300000	43.350860
5.900000	7.400000	44.249861
5.900000	7.500000	45.148876
5.900000	7.600000	46.017658
5.900000	7.700000	46.828919
5.900000	7.800000	47.561002
5.900000	7.900000	48.200000
5.900000	8.000000	48.741117
5.900000	8.100000	49.189137
5.900000	8.200000	49.557958
5.900000	8.300000	49.869228
5.900000	8.400000	50.150232
6.000000	7.300000	43.812117
6.000000	7.400000	44.690860
6.000000	7.500000	45.599861
6.000000	7.600000	46.508876
6.000000	7.700000	47.387658
6.000000	7.800000	48.208919
6.000000	7.900000	48.951002
6.000000	8.000000	49.600000
6.000000	8.100000	50.151117
6.000000	8.200000	50.609137
6.000000	8.300000	50.987958
6.000000	8.400000	51.309228
6.100000	7.300000	44.330918
6.100000	7.400000	45.162117
6.100000	7.500000	46.050860
6.100000	7.600000	46.969861
6.100000	7.700000	47.888876
6.100000	7.800000	48.777658
6.100000	7.900000	49.608919
6.100000	8.000000	50.361002
6.100000	8.100000	51.020000
6.100000	8.200000	51.581117
6.100000	8.300000	52.049137
6.100000	8.400000	52.437958
6.200000	7.300000	44.928912
6.200000	7.400000	45.690918
6.200000	7.500000	46.532117
6.200000	7.600000	47.430860
6.200000	7.700000	48.359861
6.200000	7.800000	49.288876
6.200000	7.900000	50.187658
6.200000	8.000000	51.028919
6.200000	8.100000	51.791002
6.200000	8.200000	52.460000
6.200000	8.300000	53.031117
6.200000	8.400000	53.509137
6.300000	7.300000	45.620000
6.300000	7.400000	46.298912
6.300000	7.500000	47.070918
6.300000	7.600000	47.922117
6.300000	7.700000	48.830860
6.300000	7.800000	49.769861
6.300000	7.900000	50.708876
6.300000	8.000000	51.617658
6.300000	8.100000	52.468919
6.300000	8.200000	53.241002
6.300000	8.300000	53.920000
6.300000	8.400000	54.501117
6.400000	7.300000	46.408969
6.400000	7.400000	47.000000
6.400000	7.500000	47.688912
6.400000	7.600000	48.470918
6.400000	7.700000	49.332117
6.400000	7.800000	50.250860
6.400000	7.900000	51.199861
6.400000	8.000000	52.148876
6.400000	8.100000	53.067658
6.400000	8.200000	53.928919
6.400000	8.300000	54.711002
6.400000	8.400000	55.400000
6.500000	7.300000	47.291027
6.500000	7.400000	47.798969
6.500000	7.500000	48.400000
6.500000	7.600000	49.098912
6.500000	7.700000	49.890918
6.500000	7.800000	50.762117
6.500000	7.900000	51.690860
6.500000	8.000000	52.649861
6.500000	8.100000	53.608876
6.500000	8.200000	54.537658
6.500000	8.300000	55.408919
6.500000	8.400000	56.201002
6.600000	7.300000	48.252267
6.600000	7.400000	48.691027
6.600000	7.500000	49.208969
6.600000	7.600000	49.820000
6.600000	7.700000	50.528912
6.600000	7.800000	51.330918
6.600000	7.900000	52.212117
6.600000	8.000000	53.150860
6.600000	8.100000	54.119861
6.600000	8.200000	55.088876
6.600000	8.300000	56.027658
6.600000	8.400000	56.908919
6.700000	7.300000	49.271036
6.700000	7.400000	49.662267
6.700000	7.500000	50.111027
6.700000	7.600000	50.638969
6.700000	7.700000	51.260000
6.700000	7.800000	51.978912
6.700000	7.900000	52.790918
6.700000	8.000000	53.682117
6.700000	8.100000	54.630860
6.700000	8.200000	55.609861
6.700000	8.300000	56.588876
6.700000	8.400000	57.537658
6.800000	7.300000	50.320046
6.800000	7.400000	50.691036
6.800000	7.500000	51.092267
6.800000	7.600000	51.551027
6.800000	7.700000	52.088969
6.800000	7.800000	52.720000
6.800000	7.900000	53.448912
6.800000	8.000000	54.270918
6.800000	8.100000	55.172117
6.800000	8.200000	56.130860
6.800000	8.300000	57.119861
6.800000	8.400000	58.108876
6.900000	7.300000	51.369052
6.900000	7.400000	51.750046
6.900000	7.500000	52.131036
6.900000	7.600000	52.542267
6.900000	7.700000	53.011027
6.900000	7.800000	53.558969
6.900000	7.900000	54.200000
6.900000	8.000000	54.938912
6.900000	8.100000	55.770918
6.900000	8.200000	56.682117
6.900000	8.300000	57.650860
6.900000	8.400000	58.649861
7.000000	7.300000	52.387808
7.000000	7.400000	52.809052
7.000000	7.500000	53.200046
7.000000	7.600000	53.591036
7.000000	7.700000	54.012267
7.000000	7.800000	54.491027
7.000000	7.900000	55.048969
7.000000	8.000000	55.700000
7.000000	8.100000	56.448912
7.000000	8.200000	57.290918
7.000000	8.300000	58.212117
7.000000	8.400000	59.190860
7.100000	7.300000	53.349028
7.100000	7.400000	53.837808
7.100000	7.500000	54.269052
7.100000	7.600000	54.670046
7.100000	7.700000	55.071036
7.100000	7.800000	55.502267
7.100000	7.900000	55.991027
7.100000	8.000000	56.558969
7.100000	8.100000	57.220000
7.100000	8.200000	57.978912
7.100000	8.300000	58.830918
7.100000	8.400000	59.762117
7.200000	7.300000	54.231059
7.200000	7.400000	54.809028
7.200000	7.500000	55.307808
7.200000	7.600000	55.749052
7.200000	7.700000	56.160046
7.200000	7.800000	56.571036
7.200000	7.900000	57.012267
7.200000	8.000000	57.511027
7.200000	8.100000	58.088969
7.200000	8.200000	58.760000
7.200000	8.300000	59.528912
7.200000	8.400000	60.390918
7.300000	7.300000	55.020000
7.300000	7.400000	55.701059
7.300000	7.500000	56.289028
7.300000	7.600000	56.797808
7.300000	7.700000	57.249052
7.300000	7.800000	57.670046
7.300000	7.900000	58.091036
7.300000	8.000000	58.542267
7.300000	8.100000	59.051027
7.300000	8.200000	59.638969
7.300000	8.300000	60.320000
7.300000	8.400000	61.098912
7.400000	7.300000	55.654837
7.400000	7.400000	56.500000
7.400000	7.500000	57.191059
7.400000	7.600000	57.789028
7.400000	7.700000	58.307808
7.400000	7.800000	58.769052
7.400000	7.900000	59.200046
7.400000	8.000000	59.631036
7.400000	8.100000	60.092267
7.400000	8.200000	60.611027
7.400000	8.300000	61.208969
7.400000	8.400000	61.900000
7.500000	7.300000	56.298731
7.500000	7.400000	57.144837
7.500000	7.500000	58.000000
7.500000	7.600000	58.701059
7.500000	7.700000	59.309028
7.500000	7.800000	59.837808
7.500000	7.900000	60.309052
7.500000	8.000000	60.750046
7.500000	8.100000	61.191036
7.500000	8.200000	61.662267
7.500000	8.300000	62.191027
7.500000	8.400000	62.798969
7.600000	7.300000	56.950818
7.600000	7.400000	57.798731
7.600000	7.500000	58.654837
7.600000	7.600000	59.520000
7.600000	7.700000	60.231059
7.600000	7.800000	60.849028
7.600000	7.900000	61.387808
7.600000	8.000000	61.869052
7.600000	8.100000	62.320046
7.600000	8.200000	62.771036
7.600000	8.300000	63.252267
7.600000	8.400000	63.791027
7.700000	7.300000	57.610320
7.700000	7.400000	58.460818
7.700000	7.500000	59.318731
7.700000	7.600000	60.184837
7.700000	7.700000	61.060000
7.700000	7.800000	61.781059
7.700000	7.900000	62.409028
7.700000	8.000000	62.957808
7.700000	8.100000	63.449052
7.700000	8.200000	63.910046
7.700000	8.300000	64.371036
7.700000	8.400000	64.862267
7.800000	7.300000	58.276531
7.800000	7.400000	59.130320
7.800000	7.500000	59.990818
7.800000	7.600000	60.858731
7.800000	7.700000	61.734837
7.800000	7.800000	62.620000
7.800000	7.900000	63.351059
7.800000	8.000000	63.989028
7.800000	8.100000	64.547808
7.800000	8.200000	65.049052
7.800000	8.300000	65.520046
7.800000	8.400000	65.991036
7.900000	7.300000	58.948812
7.900000	7.400000	59.806531
7.900000	7.500000	60.670320
7.900000	7.600000	61.540818
7.900000	7.700000	62.418731
7.900000	7.800000	63.304837
7.900000	7.900000	64.200000
7.900000	8.000000	64.941059
7.900000	8.100000	65.589028
7.900000	8.200000	66.157808
7.900000	8.300000	66.669052
7.900000	8.400000	67.150046
8.000000	7.300000	59.626585
8.000000	7.400000	60.488812
8.000000	7.500000	61.356531
8.000000	7.600000	62.230320
8.000000	7.700000	63.110818
8.000000	7.800000	63.998731
8.000000	7.900000	64.894837
8.000000	8.000000	65.800000
8.000000	8.100000	66.551059
8.000000	8.200000	67.209028
8.000000	8.300000	67.787808
8.000000	8.400000	68.309052
8.100000	7.300000	60.309329
8.100000	7.400000	61.176585
8.100000	7.500000	62.048812
8.100000	7.600000	62.926531
8.100000	7.700000	63.810320
8.100000	7.800000	64.700818
8.100000	7.900000	65.598731
8.100000	8.000000	66.504837
8.100000	8.100000	67.420000
8.100000	8.200000	68.181059
8.100000	8.300000	68.849028
8.100000	8.400000	69.437808
8.200000	7.300000	60.996570
8.200000	7.400000	61.869329
8.200000	7.500000	62.746585
8.200000	7.600000	63.628812
8.200000	7.700000	64.516531
8.200000	7.800000	65.410320
8.200000	7.900000	66.310818
8.200000	8.000000	67.218731
8.200000	8.100000	68.134837
8.200000	8.200000	69.060000
8.200000	8.300000	69.831059
8.200000	8.400000	70.509028
8.300000	7.300000	61.687879
8.300000	7.400000	62.566570
8.300000	7.500000	63.449329
8.300000	7.600000	64.336585
8.300000	7.700000	65.228812
8.300000	7.800000	66.126531
8.300000	7.900000	67.030320
8.300000	8.000000	67.940818
8.300000	8.100000	68.858731
8.300000	8.200000	69.784837
8.300000	8.300000	70.720000
8.300000	8.400000	71.501059
8.400000	7.300000	62.382871
8.400000	7.400000	63.267879
8.400000	7.500000	64.156570
8.400000	7.600000	65.049329
8.400000	7.700000	65.946585
8.400000	7.800000	66.848812
8.400000	7.900000	67.756531
8.400000	8.000000	68.670320
8.400000	8.100000	69.590818
8.400000	8.200000	70.518731
8.400000	8.300000	71.454837
8.400000	8.400000	72.400000
8.500000	7.300000	63.081194
8.500000	7.400000	63.972871
8.500000	7.500000	64.867879
8.500000	7.600000	65.766570
8.500000	7.700000	66.669329
8.500000	7.800000	67.576585
8.500000	7.900000	68.488812
8.500000	8.000000	69.406531
8.500000	8.100000	70.330320
8.500000	8.200000	71.260818
8.500000	8.300000	72.198731
8.500000	8.400000	73.144837
8.600000	7.300000	63.782532
8.600000	7.400000	64.681194
8.600000	7.500000	65.582871
8.600000	7.600000	66.487879
8.600000	7.700000	67.396570
8.600000	7.800000	68.309329
8.600000	7.900000	69.226585
8.600000	8.000000	70.148812
8.600000	8.100000	71.076531
8.600000	8.200000	72.010320
8.600000	8.300000	72.950818
8.600000	8.400000	73.898731
8.700000	7.300000	64.486597
8.700000	7.400000	65.392532
8.700000	7.500000	66.301194
8.700000	7.600000	67.212871
8.700000	7.700000	68.127879
8.700000	7.800000	69.046570
8.700000	7.900000	69.969329
8.700000	8.000000	70.896585
8.700000	8.100000	71.828812
8.700000	8.200000	72.766531
8.700000	8.300000	73.710320
8.700000	8.400000	74.660818
8.800000	7.300000	65.193130
8.800000	7.400000	66.106597
8.800000	7.500000	67.022532
8.800000	7.600000	67.941194
8.800000	7.700000	68.862871
8.800000	7.800000	69.787879
8.800000	7.900000	70.716570
8.800000	8.000000	71.649329
8.800000	8.100000	72.586585
8.800000	8.200000	73.528812
8.800000	8.300000	74.476531
8.800000	8.400000	75.430320
8.900000	7.300000	65.901897
8.900000	7.400000	66.823130
8.900000	7.500000	67.746597
8.900000	7.600000	68.672532
8.900000	7.700000	69.601194
8.900000	7.800000	70.532871
8.900000	7.900000	71.467879
8.900000	8.000000	72.406570
8.900000	8.100000	73.349329
8.900000	8.200000	74.296585
8.900000	8.300000	75.248812
8.900000	8.400000	76.206531
9.000000	7.300000	66.612684
9.000000	7.400000	67.541897
9.000000	7.500000	68.473130
9.000000	7.600000	69.406597
9.000000	7.700000	70.342532
9.000000	7.800000	71.281194
9.000000	7.900000	72.222871
9.000000	8.000000	73.167879
9.000000	8.100000	74.116570
9.000000	8.200000	75.069329
9.000000	8.300000	76.026585
9.000000	8.400000	76.988812
9.100000	7.300000	67.325299
9.100000	7.400000	68.262684
9.100000	7.500000	69.201897
9.100000	7.600000	70.143130
9.100000	7.700000	71.086597
9.100000	7.800000	72.032532
9.100000	7.900000	72.981194
9.100000	8.000000	73.932871
9.100000	8.100000	74.887879
9.100000	8.200000	75.846570
9.100000	8.300000	76.809329
9.100000	8.400000	77.776585
9.200000	7.300000	68.039569
9.200000	7.400000	68.985299
9.200000	7.500000	69.932684
9.200000	7.600000	70.881897
9.200000	7.700000	71.833130
9.200000	7.800000	72.786597
9.200000	7.900000	73.742532
9.200000	8.000000	74.701194
9.200000	8.100000	75.662871
9.200000	8.200000	76.627879
9.200000	8.300000	77.596570
9.200000	8.400000	78.569329
9.300000	7.300000	68.755335
9.300000	7.400000	69.709569
9.300000	7.500000	70.665299
9.300000	7.600000	71.622684
9.300000	7.700000	72.581897
9.300000	7.800000	73.543130
9.300000	7.900000	74.506597
9.300000	8.000000	75.472532
9.300000	8.100000	76.441194
9.300000	8.200000	77.412871
9.300000	8.300000	78.387879
9.300000	8.400000	79.366570
9.400000	7.300000	69.472456
9.400000	7.400000	70.435335
9.400000	7.500000	71.399569
9.400000	7.600000	72.365299
9.400000	7.700000	73.332684
9.400000	7.800000	74.301897
9.400000	7.900000	75.273130
9.400000	8.000000	76.246597
9.400000	8.100000	77.222532
9.400000	8.200000	78.201194
9.400000	8.300000	79.182871
9.400000	8.400000	80.167879
9.500000	7.300000	70.190803
9.500000	7.400000	71.162456
9.500000	7.500000	72.135335
9.500000	7.600000	73.109569
9.500000	7.700000	74.085299
9.500000	7.800000	75.062684
9.500000	7.900000	76.041897
9.500000	8.000000	77.023130
9.500000	8.100000	78.006597
9.500000	8.200000	78.992532
9.500000	8.300000	79.981194
9.500000	8.400000	80.972871
9.600000	7.300000	70.910259
9.600000	7.400000	71.890803
9.600000	7.500000	72.872456
9.600000	7.600000	73.855335
9.600000	7.700000	74.839569
9.600000	7.800000	75.825299
9.600000	7.900000	76.812684
9.600000	8.000000	77.801897
9.600000	8.100000	78.793130
9.600000	8.200000	79.786597
9.600000	8.300000	80.782532
9.600000	8.400000	81.781194
9.700000	7.300000	71.630718
9.700000	7.400000	72.620259
9.700000	7.500000	73.610803
9.700000	7.600000	74.602456
9.700000	7.700000	75.595335
9.700000	7.800000	76.589569
9.700000	7.900000	77.585299
9.700000	8.000000	78.582684
9.700000	8.100000	79.581897
9.700000	8.200000	80.583130
9.700000	8.300000	81.586597
9.700000	8.400000	82.592532
9.800000	7.300000	72.352085
9.800000	7.400000	73.350718
9.800000	7.500000	74.350259
9.800000	7.600000	75.350803
9.800000	7.700000	76.352456
9.800000	7.800000	77.355335
9.800000	7.900000	78.359569
9.800000	8.000000	79.365299
9.800000	8.100000	80.372684
9.800000	8.200000	81.381897
9.800000	8.300000	82.393130
9.800000	8.400000	83.406597
9.900000	7.300000	73.074274
9.900000	7.400000	74.082085
9.900000	7.500000	75.090718
9.900000	7.600000	76.100259
9.900000	7.700000	77.110803
9.900000	7.800000	78.122456
9.900000	7.900000	79.135335
9.900000	8.000000	80.149569
9.900000	8.100000	81.165299
9.900000	8.200000	82.182684
9.900000	8.300000	83.201897
9.900000	8.400000	84.223130
0.000000	8.500000	0.000788
0.000000	8.600000	-0.308259
0.000000	8.700000	-0.587133
0.000000	8.800000	-0.808537
0.000000	8.900000	-0.950801
0.000000	9.000000	-1.000000
0.000000	9.100000	-0.951317
0.000000	9.200000	-0.809518
0.000000	9.300000	-0.588482
0.000000	9.400000	-0.309845
0.000000	9.500000	-0.000880
0.000000	9.600000	0.308171
0.000000	9.700000	0.587058
0.000000	9.800000	0.808483
0.000000	9.900000	0.950773
0.100000	8.500000	1.169757
0.100000	8.600000	0.870788
0.100000	8.700000	0.571741
0.100000	8.800000	0.302867
0.100000	8.900000	0.091463
0.100000	9.000000	-0.040801
0.100000	9.100000	-0.080000
0.100000	9.200000	-0.021317
0.100000	9.300000	0.130482
0.100000	9.400000	0.361518
0.100000	9.500000	0.650155
0.100000	9.600000	0.969120
0.100000	9.700000	1.288171
0.100000	9.800000	1.577058
0.100000	9.900000	1.808483
0.200000	8.500000	2.308407
0.200000	8.600000	2.049757
0.200000	8.700000	1.760788
0.200000	8.800000	1.471741
0.200000	8.900000	1.212867
0.200000	9.000000	1.011463
0.200000	9.100000	0.889199
0.200000	9.200000	0.860000
0.200000	9.300000	0.928683
0.200000	9.400000	1.090482
0.200000	9.500000	1.331518
0.200000	9.600000	1.630155
0.200000	9.700000	1.959120
0.200000	9.800000	2.288171
0.200000	9.900000	2.587058
0.300000	8.500000	3.389463
0.300000	8.600000	3.198407
0.300000	8.700000	2.949757
0.300000	8.800000	2.670788
0.300000	8.900000	2.391741
0.300000	9.000000	2.142867
0.300000	9.100000	1.951463
0.300000	9.200000	1.839199
0.300000	9.300000	1.820000
0.300000	9.400000	1.898683
0.300000	9.500000	2.070482
0.300000	9.600000	2.321518
0.300000	9.700000	2.630155
0.300000	9.800000	2.969120
0.300000	9.900000	3.308171
0.400000	8.500000	4.391288
0.400000	8.600000	4.289463
0.400000	8.700000	4.108407
0.400000	8.800000	3.869757
0.400000	8.900000	3.600788
0.400000	9.000000	3.331741
0.400000	9.100000	3.092867
0.400000	9.200000	2.911463
0.400000	9.300000	2.809199
0.400000	9.400000	2.800000
0.400000	9.500000	2.888683
0.400000	9.600000	3.070482
0.400000	9.700000	3.331518
0.400000	9.800000	3.650155
0.400000	9.900000	3.999120
0.500000	8.500000	5.300000
0.500000	8.600000	5.301288
0.500000	8.700000	5.209463
0.500000	8.800000	5.038407
0.500000	8.900000	4.809757
0.500000	9.000000	4.550788
0.500000	9.100000	4.291741
0.500000	9.200000	4.062867
0.500000	9.300000	3.891463
0.500000	9.400000	3.799199
0.500000	9.500000	3.800000
0.500000	9.600000	3.898683
0.500000	9.700000	4.090482
0.500000	9.800000	4.361518
0.500000	9.900000	4.690155
0.600000	8.500000	6.110830
0.600000	8.600000	6.220000
0.600000	8.700000	6.231288
0.600000	8.800000	6.149463
0.600000	8.900000	5.988407
0.600000	9.000000	5.769757
0.600000	9.100000	5.520788
0.600000	9.200000	5.271741
0.600000	9.300000	5.052867
0.600000	9.400000	4.891463
0.600000	9.500000	4.809199
0.600000	9.600000	4.820000
0.600000	9.700000	4.928683
0.600000	9.800000	5.130482
0.600000	9.900000	5.411518
0.700000	8.500000	6.828592
0.700000	8.600000	7.040830
0.700000	8.700000	7.160000
0.700000	8.800000	7.181288
0.700000	8.900000	7.109463
0.700000	9.000000	6.958407
0.700000	9.100000	6.749757
0.700000	9.200000	6.510788
0.700000	9.300000	6.271741
0.700000	9.400000	6.062867
0.700000	9.500000	5.911463
0.700000	9.600000	5.839199
0.700000	9.700000	5.860000
0.700000	9.800000	5.978683
0.700000	9.900000	6.190482
0.800000	8.500000	7.467208
0.800000	8.600000	7.768592
0.800000	8.700000	7.990830
0.800000	8.800000	8.120000
0.800000	8.900000	8.151288
0.800000	9.000000	8.089463
0.800000	9.100000	7.948407
0.800000	9.200000	7.749757
0.800000	9.300000	7.520788
0.800000	9.400000	7.291741
0.800000	9.500000	7.092867
0.800000	9.600000	6.951463
0.800000	9.700000	6.889199
0.800000	9.800000	6.920000
0.800000	9.900000	7.048683
0.900000	8.500000	8.048347
0.900000	8.600000	8.417208
0.900000	8.700000	8.728592
0.900000	8.800000	8.960830
0.900000	8.900000	9.100000
0.900000	9.000000	9.141288
0.900000	9.100000	9.089463
0.900000	9.200000	8.958407
0.900000	9.300000	8.769757
0.900000	9.400000	8.550788
0.900000	9.500000	8.331741
0.900000	9.600000	8.142867
0.900000	9.700000	8.011463
0.900000	9.800000	7.959199
0.900000	9.900000	8.000000
1.000000	8.500000	8.599305
1.000000	8.600000	9.008347
1.000000	8.700000	9.387208
1.000000	8.800000	9.708592
1.000000	8.900000	9.950830
1.000000	9.000000	10.100000
1.000000	9.100000	10.151288
1.000000	9.200000	10.109463
1.000000	9.300000	9.988407
1.000000	9.400000	9.809757
1.000000	9.500000	9.600788
1.000000	9.600000	9.391741
1.000000	9.700000	9.212867
1.000000	9.800000	9.091463
1.000000	9.900000	9.049199
1.100000	8.500000	9.150331
1.100000	8.600000	9.569305
1.100000	8.700000	9.988347
1.100000	8.800000	10.377208
1.100000	8.900000	10.708592
1.100000	9.000000	10.960830
1.100000	9.100000	11.120000
1.100000	9.200000	11.181288
1.100000	9.300000	11.149463
1.100000	9.400000	11.038407
1.100000	9.500000	10.869757
1.100000	9.600000	10.670788
1.100000	9.700000	10.471741
1.100000	9.800000	10.302867
1.100000	9.900000	10.191463
1.200000	8.500000	9.731668
1.200000	8.600000	10.130331
1.200000	8.700000	10.559305
1.200000	8.800000	10.988347
1.200000	8.900000	11.387208
1.200000	9.000000	11.728592
1.200000	9.100000	11.990830
1.200000	9.200000	12.160000
1.200000	9.300000	12.231288
1.200000	9.400000	12.209463
1.200000	9.500000	12.108407
1.200000	9.600000	11.949757
1.200000	9.700000	11.760788
1.200000	9.800000	11.571741
1.200000	9.900000	11.412867
1.300000	8.500000	10.370591
1.300000	8.600000	10.721668
1.300000	8.700000	11.130331
1.300000	8.800000	11.569305
1.300000	8.900000	12.008347
1.300000	9.000000	12.417208
1.300000	9.100000	12.768592
1.300000	9.200000	13.040830
1.300000	9.300000	13.220000
1.300000	9.400000	13.301288
1.300000	9.500000	13.289463
1.300000	9.600000	13.198407
1.300000	9.700000	13.049757
1.300000	9.800000	12.870788
1.300000	9.900000	12.691741
1.400000	8.500000	11.088740
1.400000	8.600000	11.370591
1.400000	8.700000	11.731668
1.400000	8.800000	12.150331
1.400000	8.900000	12.599305
1.400000	9.000000	13.048347
1.400000	9.100000	13.467208
1.400000	9.200000	13.828592
1.400000	9.300000	14.110830
1.400000	9.400000	14.300000
1.400000	9.500000	14.391288
1.400000	9.600000	14.389463
1.400000	9.700000	14.308407
1.400000	9.800000	14.169757
1.400000	9.900000	14.000788
1.500000	8.500000	11.900000
1.500000	8.600000	12.098740
1.500000	8.700000	12.390591
1.500000	8.800000	12.761668
1.500000	8.900000	13.190331
1.500000	9.000000	13.649305
1.500000	9.100000	14.108347
1.500000	9.200000	14.537208
1.500000	9.300000	14.908592
1.500000	9.400000	15.200830
1.500000	9.500000	15.400000
1.500000	9.600000	15.501288
1.500000	9.700000	15.509463
1.500000	9.800000	15.438407
1.500000	9.900000	15.309757
1.600000	8.500000	12.809141
1.600000	8.600000	12.920000
1.600000	8.700000	13.128740
1.600000	8.800000	13.430591
1.600000	8.900000	13.811668
1.600000	9.000000	14.250331
1.600000	9.100000	14.719305
1.600000	9.200000	15.188347
1.600000	9.300000	15.627208
1.600000	9.400000	16.008592
1.600000	9.500000	16.310830
1.600000	9.600000	16.520000
1.600000	9.700000	16.631288
1.600000	9.800000	16.649463
1.600000	9.900000	16.588407
1.700000	8.500000	13.811353
1.700000	8.600000	13.839141
1.700000	8.700000	13.960000
1.700000	8.800000	14.178740
1.700000	8.900000	14.490591
1.700000	9.000000	14.881668
1.700000	9.100000	15.330331
1.700000	9.200000	15.809305
1.700000	9.300000	16.288347
1.700000	9.400000	16.737208
1.700000	9.500000	17.128592
1.700000	9.600000	17.440830
1.700000	9.700000	17.660000
1.700000	9.800000	17.781288
1.700000	9.900000	17.809463
1.800000	8.500000	14.892717
1.800000	8.600000	14.851353
1.800000	8.700000	14.889141
1.800000	8.800000	15.020000
1.800000	8.900000	15.248740
1.800000	9.000000	15.570591
1.800000	9.100000	15.971668
1.800000	9.200000	16.430331
1.800000	9.300000	16.919305
1.800000	9.400000	17.408347
1.800000	9.500000	17.867208
1.800000	9.600000	18.268592
1.800000	9.700000	18.590830
1.800000	9.800000	18.820000
1.800000	9.900000	18.951288
1.900000	8.500000	16.031565
1.900000	8.600000	15.942717
1.900000	8.700000	15.911353
1.900000	8.800000	15.959141
1.900000	8.900000	16.100000
1.900000	9.000000	16.338740
1.900000	9.100000	16.670591
1.900000	9.200000	17.081668
1.900000	9.300000	17.550331
1.900000	9.400000	18.049305
1.900000	9.500000	18.548347
1.900000	9.600000	19.017208
1.900000	9.700000	19.428592
1.900000	9.800000	19.760830
1.900000	9.900000	20.000000
2.000000	8.500000	17.200602
2.000000	8.600000	17.091565
2.000000	8.700000	17.012717
2.000000	8.800000	16.991353
2.000000	8.900000	17.049141
2.000000	9.000000	17.200000
2.000000	9.100000	17.448740
2.000000	9.200000	17.790591
2.000000	9.300000	18.211668
2.000000	9.400000	18.690331
2.000000	9.500000	19.199305
